m/z,negabs_runB
600.0,0.0015694656
600.1,0.0047448836
600.2,0.0
600.3000000000001,0.0
600.4000000000001,1.4914296e-05
600.5000000000001,0.0004930756
600.6000000000001,0.0036833046
600.7000000000002,0.000586733
600.8000000000002,1.900601e-05
600.9000000000002,0.00020911412
601.0000000000002,0.00046624694
601.1000000000003,0.00055861933
601.2000000000003,0.0
601.3000000000003,0.0
601.4000000000003,0.0
601.5000000000003,0.0011125801
601.6000000000004,0.001341626
601.7000000000004,0.00010679958
601.8000000000004,0.00031390256
601.9000000000004,0.0011314071
602.0000000000005,0.0010088687
602.1000000000005,0.0009314977
602.2000000000005,0.0
602.3000000000005,0.0
602.4000000000005,0.0
602.5000000000006,0.0033385414
602.6000000000006,0.018491609
602.7000000000006,0.00028350926
602.8000000000006,0.0006739932
602.9000000000007,0.0017153639
603.0000000000007,0.003192765
603.1000000000007,0.0035432214
603.2000000000007,0.0
603.3000000000008,0.0
603.4000000000008,0.00023477689
603.5000000000008,0.0013673173
603.6000000000008,0.00041322282
603.7000000000008,5.4564356e-05
603.8000000000009,2.7322747e-05
603.9000000000009,1.4258422e-05
604.0000000000009,0.00014484231
604.1000000000009,0.00032466406
604.200000000001,0.0
604.300000000001,0.0
604.400000000001,0.0
604.500000000001,0.0026145612
604.600000000001,0.0
604.7000000000011,0.0
604.8000000000011,0.0
604.9000000000011,0.0
605.0000000000011,0.0
605.1000000000012,0.0
605.2000000000012,0.0
605.3000000000012,0.0
605.4000000000012,0.0
605.5000000000013,0.00095692225
605.6000000000013,0.0002404325
605.7000000000013,0.0002456348
605.8000000000013,0.0038261048
605.9000000000013,0.0016225298
606.0000000000014,0.0013413902
606.1000000000014,0.0
606.2000000000014,0.0
606.3000000000014,0.0
606.4000000000015,0.0
606.5000000000015,0.0007203794
606.6000000000015,0.0
606.7000000000015,0.0
606.8000000000015,0.0
606.9000000000016,0.0
607.0000000000016,0.0016750346
607.1000000000016,0.0006466656
607.2000000000016,0.0
607.3000000000017,0.0
607.4000000000017,0.0
607.5000000000017,0.0025396042
607.6000000000017,0.0014307984
607.7000000000018,0.00037165903
607.8000000000018,0.0010846262
607.9000000000018,2.3809731e-05
608.0000000000018,0.0005295515
608.1000000000018,0.00040938132
608.2000000000019,0.0
608.3000000000019,0.0
608.4000000000019,0.0
608.5000000000019,0.006199336
608.600000000002,0.011852575
608.700000000002,0.00096531975
608.800000000002,0.0
608.900000000002,0.00038405962
609.000000000002,0.00047979146
609.1000000000021,0.00045882948
609.2000000000021,0.0
609.3000000000021,0.0
609.4000000000021,0.0
609.5000000000022,0.009050714
609.6000000000022,0.010559731
609.7000000000022,0.0034550657
609.8000000000022,0.0024761676
609.9000000000023,0.005813492
610.0000000000023,0.0005914113
610.1000000000023,0.0020063089
610.2000000000023,0.0
610.3000000000023,0.0
610.4000000000024,4.0439543e-05
610.5000000000024,0.016570855
610.6000000000024,0.003176584
610.7000000000024,0.00015511591
610.8000000000025,0.0002455562
610.9000000000025,0.00023159887
611.0000000000025,0.0058315457
611.1000000000025,0.0026156611
611.2000000000025,0.0
611.3000000000026,0.0
611.4000000000026,1.423423e-05
611.5000000000026,0.00053135015
611.6000000000026,0.00030862467
611.7000000000027,0.00049053
611.8000000000027,0.0
611.9000000000027,0.0020415164
612.0000000000027,0.005402126
612.1000000000028,0.00038036302
612.2000000000028,0.0
612.3000000000028,0.0
612.4000000000028,4.9688337e-05
612.5000000000028,0.007523091
612.6000000000029,5.278535e-05
612.7000000000029,0.03814648
612.8000000000029,0.0013535297
612.9000000000029,0.006405051
613.000000000003,0.026081769
613.100000000003,0.0
613.200000000003,0.0
613.300000000003,0.0
613.400000000003,4.5366756e-05
613.5000000000031,0.028747233
613.6000000000031,0.0
613.7000000000031,0.0
613.8000000000031,0.0011912304
613.9000000000032,0.0011111634
614.0000000000032,0.0123944385
614.1000000000032,0.00025382446
614.2000000000032,0.0
614.3000000000033,0.0
614.4000000000033,0.0
614.5000000000033,0.029550426
614.6000000000033,0.000771102
614.7000000000033,0.00035676884
614.8000000000034,0.004224925
614.9000000000034,0.0016194195
615.0000000000034,0.00019527806
615.1000000000034,0.00018523716
615.2000000000035,0.0
615.3000000000035,2.0439633e-05
615.4000000000035,0.00040836824
615.5000000000035,0.030954575
615.6000000000035,0.008429977
615.7000000000036,0.01424625
615.8000000000036,0.021500366
615.9000000000036,0.012880625
616.0000000000036,0.02008134
616.1000000000037,0.023497915
616.2000000000037,0.00045195708
616.3000000000037,0.0
616.4000000000037,6.4473854e-05
616.5000000000038,0.0362222
616.6000000000038,0.046317566
616.7000000000038,0.034762736
616.8000000000038,0.021683114
616.9000000000038,0.010562507
617.0000000000039,0.026033677
617.1000000000039,0.034031197
617.2000000000039,0.00044474666
617.3000000000039,0.0
617.400000000004,0.0
617.500000000004,0.0295045
617.600000000004,0.028930614
617.700000000004,0.05554452
617.800000000004,0.0041860337
617.9000000000041,0.030099006
618.0000000000041,0.008189867
618.1000000000041,0.0113252625
618.2000000000041,0.0
618.3000000000042,0.0
618.4000000000042,0.0
618.5000000000042,0.00039486698
618.6000000000042,0.0
618.7000000000043,0.0
618.8000000000043,0.0
618.9000000000043,6.017452e-05
619.0000000000043,0.00053638924
619.1000000000043,0.021217631
619.2000000000044,0.0
619.3000000000044,1.30606195e-05
619.4000000000044,0.0
619.5000000000044,0.009418999
619.6000000000045,0.0004710338
619.7000000000045,0.0006838658
619.8000000000045,0.0008042129
619.9000000000045,0.0
620.0000000000045,0.00031066526
620.1000000000046,8.5001164e-05
620.2000000000046,0.0
620.3000000000046,0.0
620.4000000000046,0.0
620.5000000000047,0.000746995
620.6000000000047,0.001318943
620.7000000000047,0.0015878184
620.8000000000047,0.004112107
620.9000000000048,0.00031817658
621.0000000000048,0.050387707
621.1000000000048,0.0044414354
621.2000000000048,0.0
621.3000000000048,0.0
621.4000000000049,0.0
621.5000000000049,0.0013498536
621.6000000000049,0.0013264401
621.7000000000049,0.0026827203
621.800000000005,0.00032109217
621.900000000005,0.00037766283
622.000000000005,0.014251725
622.100000000005,0.0023173515
622.200000000005,0.0
622.3000000000051,0.0
622.4000000000051,0.0
622.5000000000051,0.0049906773
622.6000000000051,0.0028087024
622.7000000000052,0.00031623035
622.8000000000052,0.0004461876
622.9000000000052,0.00059305056
623.0000000000052,0.0012084778
623.1000000000053,0.0011935466
623.2000000000053,0.0
623.3000000000053,5.034144e-05
623.4000000000053,0.0
623.5000000000053,0.031382807
623.6000000000054,0.016919915
623.7000000000054,0.002103273
623.8000000000054,0.00062564766
623.9000000000054,8.501841e-05
624.0000000000055,3.0086261e-05
624.1000000000055,0.0
624.2000000000055,0.0
624.3000000000055,0.0
624.4000000000055,0.0
624.5000000000056,0.00024646515
624.6000000000056,0.008183806
624.7000000000056,0.0006312785
624.8000000000056,0.0006104044
624.9000000000057,0.0009280533
625.0000000000057,0.00068564585
625.1000000000057,0.0
625.2000000000057,0.0
625.3000000000058,0.0
625.4000000000058,0.00010094963
625.5000000000058,0.00035985396
625.6000000000058,0.00029424691
625.7000000000058,0.00047527504
625.8000000000059,0.0
625.9000000000059,0.00289388
626.0000000000059,0.0033678242
626.1000000000059,0.00015656077
626.200000000006,0.0
626.300000000006,0.0
626.400000000006,0.0
626.500000000006,0.0009438866
626.600000000006,0.0003961111
626.7000000000061,0.0004982048
626.8000000000061,0.0
626.9000000000061,0.00015493788
627.0000000000061,0.004276965
627.1000000000062,0.00023239118
627.2000000000062,0.0
627.3000000000062,0.0
627.4000000000062,0.0
627.5000000000063,0.004553686
627.6000000000063,0.004116529
627.7000000000063,0.0005983262
627.8000000000063,0.0
627.9000000000063,0.00013876124
628.0000000000064,0.0039716163
628.1000000000064,0.00073074107
628.2000000000064,0.0
628.3000000000064,0.0
628.4000000000065,0.0
628.5000000000065,0.02140568
628.6000000000065,0.011950704
628.7000000000065,0.0020804123
628.8000000000065,0.003120964
628.9000000000066,0.0
629.0000000000066,0.0
629.1000000000066,0.0003459646
629.2000000000066,0.0
629.3000000000067,0.0
629.4000000000067,0.00013618951
629.5000000000067,0.005270912
629.6000000000067,0.017566867
629.7000000000068,0.0023241818
629.8000000000068,0.0018767976
629.9000000000068,0.0005715448
630.0000000000068,0.0006532097
630.1000000000068,0.00074567477
630.2000000000069,0.0
630.3000000000069,0.0
630.4000000000069,0.0
630.5000000000069,0.014033932
630.600000000007,0.00053233677
630.700000000007,0.0003803434
630.800000000007,0.0006831324
630.900000000007,0.0005667461
631.000000000007,0.0009898135
631.1000000000071,0.0049062674
631.2000000000071,0.0
631.3000000000071,0.0
631.4000000000071,0.0
631.5000000000072,0.0404481
631.6000000000072,0.0043976954
631.7000000000072,0.008774434
631.8000000000072,0.008599255
631.9000000000073,0.01345779
632.0000000000073,0.024670305
632.1000000000073,0.00784044
632.2000000000073,0.0
632.3000000000073,0.0
632.4000000000074,0.0
632.5000000000074,0.0075453403
632.6000000000074,0.0005609133
632.7000000000074,0.012250217
632.8000000000075,0.00050198036
632.9000000000075,0.007320882
633.0000000000075,0.003104295
633.1000000000075,0.002578591
633.2000000000075,0.0
633.3000000000076,0.0
633.4000000000076,0.0
633.5000000000076,0.004222264
633.6000000000076,5.1004336e-05
633.7000000000077,0.0047406196
633.8000000000077,0.0001662853
633.9000000000077,0.0
634.0000000000077,0.006429071
634.1000000000078,0.00078472553
634.2000000000078,0.0
634.3000000000078,0.0
634.4000000000078,0.0
634.5000000000078,0.00034724706
634.6000000000079,7.99731e-05
634.7000000000079,0.0
634.8000000000079,0.0
634.9000000000079,0.0
635.000000000008,0.00035351966
635.100000000008,0.0
635.200000000008,0.0
635.300000000008,0.0
635.400000000008,0.0
635.5000000000081,0.000206901
635.6000000000081,0.00035176167
635.7000000000081,0.00010146769
635.8000000000081,0.00032944573
635.9000000000082,3.3760105e-05
636.0000000000082,0.00038523437
636.1000000000082,0.0009039807
636.2000000000082,3.692574e-05
636.3000000000083,0.0
636.4000000000083,0.0
636.5000000000083,0.00051181746
636.6000000000083,0.0
636.7000000000083,0.00038148207
636.8000000000084,1.95663e-05
636.9000000000084,0.0
637.0000000000084,5.070479e-05
637.1000000000084,0.0001370538
637.2000000000085,0.00024484892
637.3000000000085,0.0
637.4000000000085,0.00025140741
637.5000000000085,0.0017893325
637.6000000000085,0.001257069
637.7000000000086,0.0059365197
637.8000000000086,0.0003247134
637.9000000000086,0.0029791223
638.0000000000086,0.0001701377
638.1000000000087,0.0041730707
638.2000000000087,0.0
638.3000000000087,0.0
638.4000000000087,0.0
638.5000000000088,0.021335818
638.6000000000088,0.00068638613
638.7000000000088,2.9317625e-05
638.8000000000088,0.0
638.9000000000088,0.0003463626
639.0000000000089,0.0
639.1000000000089,0.0
639.2000000000089,0.0
639.3000000000089,0.0
639.400000000009,0.0
639.500000000009,0.005986363
639.600000000009,0.00078555197
639.700000000009,0.00053495564
639.800000000009,0.0003993592
639.9000000000091,0.00036402218
640.0000000000091,0.0003688658
640.1000000000091,0.00029522504
640.2000000000091,0.0
640.3000000000092,0.0
640.4000000000092,0.0002612124
640.5000000000092,0.00076482253
640.6000000000092,0.00031786517
640.7000000000093,0.00063532114
640.8000000000093,0.0007680394
640.9000000000093,0.0006677418
641.0000000000093,0.0004864183
641.1000000000093,0.0
641.2000000000094,0.0
641.3000000000094,0.00013671727
641.4000000000094,2.734845e-05
641.5000000000094,0.00019001907
641.6000000000095,0.00020542016
641.7000000000095,0.00021956356
641.8000000000095,0.0006060432
641.9000000000095,0.0
642.0000000000095,0.00032160926
642.1000000000096,0.0004758836
642.2000000000096,0.0
642.3000000000096,0.0
642.4000000000096,0.0
642.5000000000097,0.0
642.6000000000097,0.0
642.7000000000097,0.0
642.8000000000097,0.0
642.9000000000098,0.0
643.0000000000098,0.0
643.1000000000098,0.00021719185
643.2000000000098,0.0
643.3000000000098,0.0
643.4000000000099,0.0
643.5000000000099,0.0
643.6000000000099,0.0002920995
643.7000000000099,0.00042324932
643.80000000001,4.6726513e-05
643.90000000001,0.00023162588
644.00000000001,0.00026529504
644.10000000001,0.0013086895
644.20000000001,0.0
644.3000000000101,0.0
644.4000000000101,0.0
644.5000000000101,0.0002961232
644.6000000000101,0.0
644.7000000000102,0.008233419
644.8000000000102,0.0
644.9000000000102,0.0
645.0000000000102,0.0
645.1000000000103,0.0
645.2000000000103,0.0
645.3000000000103,0.0
645.4000000000103,0.0
645.5000000000103,0.00039631294
645.6000000000104,4.0631974e-05
645.7000000000104,0.008268187
645.8000000000104,8.316702e-05
645.9000000000104,0.015236728
646.0000000000105,0.016951207
646.1000000000105,0.014005664
646.2000000000105,0.0
646.3000000000105,0.0
646.4000000000106,0.0
646.5000000000106,0.002169555
646.6000000000106,0.0011818936
646.7000000000106,0.003787288
646.8000000000106,0.00026098496
646.9000000000107,0.0004937061
647.0000000000107,0.00062530115
647.1000000000107,0.00074452395
647.2000000000107,0.0
647.3000000000108,0.0
647.4000000000108,0.0
647.5000000000108,0.005905497
647.6000000000108,0.001102965
647.7000000000108,0.00016129679
647.8000000000109,0.0004970112
647.9000000000109,0.0014803546
648.0000000000109,9.7379e-06
648.1000000000109,0.0045534316
648.200000000011,0.0018817359
648.300000000011,0.0
648.400000000011,0.0
648.500000000011,0.000683486
648.600000000011,0.0007848202
648.7000000000111,0.0027299724
648.8000000000111,0.00038037437
648.9000000000111,0.00054551713
649.0000000000111,0.0023219306
649.1000000000112,0.0008416962
649.2000000000112,6.9567825e-05
649.3000000000112,0.0
649.4000000000112,0.0
649.5000000000113,0.0007750689
649.6000000000113,0.0003395889
649.7000000000113,0.0027212014
649.8000000000113,0.0
649.9000000000113,0.00064953027
650.0000000000114,0.003522023
650.1000000000114,0.0028028332
650.2000000000114,0.0
650.3000000000114,0.0
650.4000000000115,0.0
650.5000000000115,0.0010548525
650.6000000000115,0.00048742414
650.7000000000115,0.0013738072
650.8000000000116,0.0005063656
650.9000000000116,0.0
651.0000000000116,0.018192248
651.1000000000116,0.0
651.2000000000116,0.0
651.3000000000117,0.0
651.4000000000117,0.0
651.5000000000117,0.004599267
651.6000000000117,0.0005548617
651.7000000000118,0.008258979
651.8000000000118,0.00013196502
651.9000000000118,0.0077911327
652.0000000000118,0.0016576487
652.1000000000118,0.0
