m/z,pos_runB
600.0,0.0
600.1,0.0
600.2,0.0021922588
600.3000000000001,0.0006895589
600.4000000000001,0.00026421042
600.5000000000001,0.00015631084
600.6000000000001,0.0
600.7000000000002,0.0
600.8000000000002,0.00021044943
600.9000000000002,0.0
601.0000000000002,0.0
601.1000000000003,6.3528946e-06
601.2000000000003,0.0015185955
601.3000000000003,0.00041810915
601.4000000000003,0.0007586154
601.5000000000003,0.0
601.6000000000004,0.0
601.7000000000004,0.00016719326
601.8000000000004,0.0004347033
601.9000000000004,0.0
602.0000000000005,0.0
602.1000000000005,2.9987128e-05
602.2000000000005,0.0028393823
602.3000000000005,0.0005644867
602.4000000000005,0.0006210087
602.5000000000006,0.0
602.6000000000006,0.0
602.7000000000006,2.9191542e-05
602.8000000000006,0.00019159695
602.9000000000007,0.0
603.0000000000007,0.0
603.1000000000007,0.0
603.2000000000007,0.00094010576
603.3000000000008,0.0008077226
603.4000000000008,0.0003697762
603.5000000000008,0.0
603.6000000000008,0.0
603.7000000000008,0.0
603.8000000000009,0.0
603.9000000000009,0.0
604.0000000000009,0.0
604.1000000000009,0.0
604.200000000001,0.0031048986
604.300000000001,0.00060116634
604.400000000001,0.00064199447
604.500000000001,0.0
604.600000000001,0.000557029
604.7000000000011,0.0033899648
604.8000000000011,0.0014860701
604.9000000000011,0.0013609809
605.0000000000011,0.0011853649
605.1000000000012,0.00019740037
605.2000000000012,0.00045149407
605.3000000000012,0.000740082
605.4000000000012,0.00048017257
605.5000000000013,0.0
605.6000000000013,0.00059709046
605.7000000000013,4.8688413e-05
605.8000000000013,0.001857431
605.9000000000013,0.0
606.0000000000014,0.0
606.1000000000014,0.0002391051
606.2000000000014,0.0010094545
606.3000000000014,0.00088395725
606.4000000000015,0.00095112954
606.5000000000015,9.8010125e-05
606.6000000000015,0.0018112696
606.7000000000015,0.002092308
606.8000000000015,0.0065305275
606.9000000000016,0.0017937288
607.0000000000016,0.0
607.1000000000016,0.0
607.2000000000016,0.0026557853
607.3000000000017,0.0005660111
607.4000000000017,0.00048352368
607.5000000000017,0.0
607.6000000000017,0.0
607.7000000000018,0.0
607.8000000000018,0.0
607.9000000000018,0.0
608.0000000000018,0.0
608.1000000000018,4.0756364e-05
608.2000000000019,0.00051806984
608.3000000000019,0.000827496
608.4000000000019,0.00088045286
608.5000000000019,0.0
608.600000000002,0.0
608.700000000002,0.0
608.800000000002,0.002410185
608.900000000002,0.00013646664
609.000000000002,4.0252275e-05
609.1000000000021,4.8992144e-05
609.2000000000021,0.001838098
609.3000000000021,0.0005410701
609.4000000000021,0.0007678115
609.5000000000022,0.0
609.6000000000022,0.0
609.7000000000022,0.0
609.8000000000022,0.0
609.9000000000023,0.0
610.0000000000023,0.0
610.1000000000023,0.0
610.2000000000023,0.0029093507
610.3000000000023,0.00080949935
610.4000000000024,0.00040784501
610.5000000000024,0.0
610.6000000000024,0.0
610.7000000000024,2.417323e-05
610.8000000000025,0.000377375
610.9000000000025,0.0003591395
611.0000000000025,0.0
611.1000000000025,0.0
611.2000000000025,0.001173264
611.3000000000026,0.0005459697
611.4000000000026,0.00053383206
611.5000000000026,0.0
611.6000000000026,0.0
611.7000000000027,0.0
611.8000000000027,0.0007835597
611.9000000000027,0.002421126
612.0000000000027,0.0
612.1000000000028,0.00048450078
612.2000000000028,0.0019062222
612.3000000000028,0.00080306124
612.4000000000028,0.0003686821
612.5000000000028,0.0
612.6000000000029,0.00011872638
612.7000000000029,0.0
612.8000000000029,0.0
612.9000000000029,0.0
613.000000000003,0.0
613.100000000003,0.00032315482
613.200000000003,0.0008177534
613.300000000003,0.0007117063
613.400000000003,0.00025249275
613.5000000000031,0.0
613.6000000000031,0.00034582082
613.7000000000031,0.0002997288
613.8000000000031,0.0
613.9000000000032,0.0
614.0000000000032,0.0
614.1000000000032,0.00016151143
614.2000000000032,0.0026949167
614.3000000000033,0.00061451027
614.4000000000033,0.0006963198
614.5000000000033,0.0
614.6000000000033,0.0
614.7000000000033,0.0
614.8000000000034,0.0
614.9000000000034,0.0
615.0000000000034,1.54171e-05
615.1000000000034,0.00012417784
615.2000000000035,0.0007690089
615.3000000000035,0.00043004827
615.4000000000035,0.00017428692
615.5000000000035,0.0
615.6000000000035,0.0
615.7000000000036,0.0
615.8000000000036,0.0
615.9000000000036,0.0
616.0000000000036,0.0
616.1000000000037,0.0
616.2000000000037,0.0
