m/z,negabs_runA
600.0,0.008967803
600.1,0.010246568
600.2,0.000354506
600.3000000000001,0.0
600.4000000000001,0.0
600.5000000000001,0.0013515751
600.6000000000001,0.0068364004
600.7000000000002,0.010349718
600.8000000000002,0.0013145858
600.9000000000002,0.0006929959
601.0000000000002,0.0056859558
601.1000000000003,0.003701499
601.2000000000003,0.0
601.3000000000003,0.0
601.4000000000003,0.0
601.5000000000003,0.0044590426
601.6000000000004,0.012761231
601.7000000000004,0.0030655134
601.8000000000004,0.0017446744
601.9000000000004,0.0038810105
602.0000000000005,0.013282099
602.1000000000005,0.010249251
602.2000000000005,0.0
602.3000000000005,0.0
602.4000000000005,0.0
602.5000000000006,0.005263728
602.6000000000006,0.0037847809
602.7000000000006,0.0011768924
602.8000000000006,0.0006178902
602.9000000000007,0.004762417
603.0000000000007,0.0029401628
603.1000000000007,0.00067003124
603.2000000000007,0.0
603.3000000000008,0.0
603.4000000000008,4.8007532e-05
603.5000000000008,0.013330378
603.6000000000008,0.009973931
603.7000000000008,0.00079319684
603.8000000000009,0.00082286063
603.9000000000009,0.0006282075
604.0000000000009,0.0011108618
604.1000000000009,0.00092272373
604.200000000001,0.00033623737
604.300000000001,0.0
604.400000000001,0.0
604.500000000001,0.007550176
604.600000000001,0.000372362
604.7000000000011,0.0
604.8000000000011,0.0
604.9000000000011,0.0
605.0000000000011,0.0
605.1000000000012,0.00035582756
605.2000000000012,0.0
605.3000000000012,0.0
605.4000000000012,0.0
605.5000000000013,0.004845009
605.6000000000013,0.001442394
605.7000000000013,0.0024917724
605.8000000000013,0.0045157503
605.9000000000013,0.0027573162
606.0000000000014,0.0024714076
606.1000000000014,0.0070851212
606.2000000000014,0.00021179745
606.3000000000014,0.0
606.4000000000015,0.0
606.5000000000015,0.0018375034
606.6000000000015,0.0
606.7000000000015,0.0
606.8000000000015,0.0
606.9000000000016,0.00017317031
607.0000000000016,0.0013429086
607.1000000000016,0.0038001086
607.2000000000016,0.0
607.3000000000017,0.0
607.4000000000017,0.0
607.5000000000017,0.006278049
607.6000000000017,0.0058659734
607.7000000000018,0.0037357092
607.8000000000018,0.0017543674
607.9000000000018,0.0011531612
608.0000000000018,0.009250845
608.1000000000018,0.009184129
608.2000000000019,0.0
608.3000000000019,0.0
608.4000000000019,0.0
608.5000000000019,0.0004472295
608.600000000002,0.0027335521
608.700000000002,0.0076817563
608.800000000002,0.0021647357
608.900000000002,0.0047158855
609.000000000002,0.0025586912
609.1000000000021,0.0075207422
609.2000000000021,0.0
609.3000000000021,0.0
609.4000000000021,0.0
609.5000000000022,0.0130899865
609.6000000000022,0.0034141985
609.7000000000022,0.0065889554
609.8000000000022,0.0017468286
609.9000000000023,0.006520262
610.0000000000023,0.0007259329
610.1000000000023,0.005816128
610.2000000000023,0.0
610.3000000000023,0.0
610.4000000000024,0.0
610.5000000000024,0.0046319263
610.6000000000024,0.0010400809
610.7000000000024,0.0023336199
610.8000000000025,0.0010762529
610.9000000000025,0.001137825
611.0000000000025,0.0070159324
611.1000000000025,0.004821691
611.2000000000025,0.0
611.3000000000026,0.0
611.4000000000026,0.0
611.5000000000026,0.010065009
611.6000000000026,0.008555481
611.7000000000027,0.003119526
611.8000000000027,0.00082651834
611.9000000000027,0.004477706
612.0000000000027,0.0068029966
612.1000000000028,0.0028838902
612.2000000000028,0.0
612.3000000000028,0.0
612.4000000000028,0.0
612.5000000000028,0.002720791
612.6000000000029,0.0045922236
612.7000000000029,0.0011804149
612.8000000000029,0.0008224734
612.9000000000029,0.00069906656
613.000000000003,0.0035133946
613.100000000003,0.0012360752
613.200000000003,0.0
613.300000000003,0.0
613.400000000003,0.0004884974
613.5000000000031,0.0025326468
613.6000000000031,0.0050603803
613.7000000000031,0.0012616924
613.8000000000031,0.00044970412
613.9000000000032,0.0009548643
614.0000000000032,0.0007491939
614.1000000000032,0.0027530598
614.2000000000032,0.0004795816
614.3000000000033,0.0
614.4000000000033,0.0
614.5000000000033,0.0046203895
614.6000000000033,0.0070337066
614.7000000000033,0.000536474
614.8000000000034,0.0024413534
614.9000000000034,0.0025527575
615.0000000000034,0.0010022479
615.1000000000034,0.00037635447
615.2000000000035,0.0
615.3000000000035,0.0
615.4000000000035,0.0
615.5000000000035,0.009342247
615.6000000000035,0.006281226
615.7000000000036,0.011019305
615.8000000000036,0.010589862
615.9000000000036,0.007734343
616.0000000000036,0.008403729
616.1000000000037,0.007637884
616.2000000000037,0.0023409873
616.3000000000037,0.0
616.4000000000037,0.0
616.5000000000038,0.007540136
616.6000000000038,0.014196439
616.7000000000038,0.015190204
616.8000000000038,0.0036062335
616.9000000000038,0.0021107872
617.0000000000039,0.0049185557
617.1000000000039,0.00651568
617.2000000000039,0.0003547281
617.3000000000039,0.0
617.400000000004,0.0
617.500000000004,0.0043943324
617.600000000004,0.012909058
617.700000000004,0.00827576
617.800000000004,0.0024672614
617.9000000000041,0.006581891
618.0000000000041,0.006532999
618.1000000000041,0.011594637
618.2000000000041,0.004732311
618.3000000000042,0.0
618.4000000000042,0.0
618.5000000000042,0.0
618.6000000000042,0.0
618.7000000000043,0.0
618.8000000000043,0.0
618.9000000000043,0.0
619.0000000000043,0.00305516
619.1000000000043,0.0035874958
619.2000000000044,0.0
619.3000000000044,0.0
619.4000000000044,0.0
619.5000000000044,0.0033468923
619.6000000000045,0.0018638903
619.7000000000045,0.0068343594
619.8000000000045,0.00089574244
619.9000000000045,0.0005004152
620.0000000000045,0.00048506918
620.1000000000046,0.0004892032
620.2000000000046,0.00044845467
620.3000000000046,0.0
620.4000000000046,0.0
620.5000000000047,1.5262232e-05
620.6000000000047,0.00030333325
620.7000000000047,0.0
620.8000000000047,0.0010947423
620.9000000000048,0.0016497562
621.0000000000048,0.008441765
621.1000000000048,0.0034147943
621.2000000000048,5.0320526e-05
621.3000000000048,0.0
621.4000000000049,0.0
621.5000000000049,0.006149266
621.6000000000049,0.004044872
621.7000000000049,0.013462691
621.800000000005,0.0003836266
621.900000000005,0.0026926792
622.000000000005,0.0009261646
622.100000000005,0.0015349155
622.200000000005,0.0009546374
622.3000000000051,0.0
622.4000000000051,0.0
622.5000000000051,0.0004802856
622.6000000000051,0.000644838
622.7000000000052,0.0007953769
622.8000000000052,0.00059928535
622.9000000000052,0.0007435732
623.0000000000052,0.00404527
623.1000000000053,0.0056640687
623.2000000000053,0.00037808897
623.3000000000053,0.0
623.4000000000053,0.0
623.5000000000053,0.008275148
623.6000000000054,0.00617307
623.7000000000054,0.007824872
623.8000000000054,0.004307241
623.9000000000054,0.0026189813
624.0000000000055,0.0007658677
624.1000000000055,0.00062564545
624.2000000000055,0.0
624.3000000000055,0.0
624.4000000000055,0.0
624.5000000000056,0.00012282879
624.6000000000056,0.002035133
624.7000000000056,0.0007517221
624.8000000000056,0.002793684
624.9000000000057,0.0007796884
625.0000000000057,0.009627901
625.1000000000057,0.008074652
625.2000000000057,0.0
625.3000000000058,0.0
625.4000000000058,0.0
625.5000000000058,0.002875253
625.6000000000058,0.00044107274
625.7000000000058,0.0004530175
625.8000000000059,0.00046557898
625.9000000000059,0.002191862
626.0000000000059,0.002474154
626.1000000000059,0.0012002494
626.200000000006,0.0
626.300000000006,0.0
626.400000000006,0.0
626.500000000006,0.0026672143
626.600000000006,0.0013923201
626.7000000000061,0.0004619982
626.8000000000061,0.00070651824
626.9000000000061,0.0006573377
627.0000000000061,0.005519089
627.1000000000062,0.00025480206
627.2000000000062,0.00020850789
627.3000000000062,0.0
627.4000000000062,0.0
627.5000000000063,0.0014175187
627.6000000000063,0.001205506
627.7000000000063,0.0011498723
627.8000000000063,0.0021074053
627.9000000000063,0.00075697183
628.0000000000064,0.0
628.1000000000064,0.0
628.2000000000064,0.0
628.3000000000064,0.0
628.4000000000065,0.0
628.5000000000065,0.0
628.6000000000065,6.1428604e-05
628.7000000000065,0.0051005
628.8000000000065,0.00332011
628.9000000000066,0.00077732635
629.0000000000066,0.00010458303
629.1000000000066,0.0
629.2000000000066,0.00012965203
629.3000000000067,0.0
629.4000000000067,0.0
629.5000000000067,0.0013134801
629.6000000000067,0.0014117104
629.7000000000068,0.004735984
629.8000000000068,0.0029975849
629.9000000000068,0.0034444074
630.0000000000068,0.00611759
630.1000000000068,0.00522405
630.2000000000069,0.0012844293
630.3000000000069,0.0
630.4000000000069,0.0
630.5000000000069,0.0028066111
630.600000000007,0.0006898254
630.700000000007,0.0023411012
630.800000000007,0.0010210216
630.900000000007,0.00089448964
631.000000000007,0.0009915599
631.1000000000071,0.002578797
631.2000000000071,0.00038925916
631.3000000000071,0.0
631.4000000000071,0.0
631.5000000000072,0.0010040154
631.6000000000072,0.0009603891
631.7000000000072,0.009074219
631.8000000000072,0.0019955963
631.9000000000073,0.0015667715
632.0000000000073,0.0038448607
632.1000000000073,0.0007702994
632.2000000000073,0.0006481744
632.3000000000073,0.0
632.4000000000074,0.0
632.5000000000074,0.010084615
632.6000000000074,0.003777501
632.7000000000074,0.0031792037
632.8000000000075,0.001742352
632.9000000000075,0.003539672
633.0000000000075,0.00101828
633.1000000000075,0.0006415435
633.2000000000075,0.0
633.3000000000076,0.0
633.4000000000076,0.0
633.5000000000076,0.0071663186
633.6000000000076,0.0020630725
633.7000000000077,0.0040620686
633.8000000000077,0.002008623
633.9000000000077,0.00068599905
634.0000000000077,0.0015522604
634.1000000000078,0.0020730393
634.2000000000078,0.0007165647
634.3000000000078,0.0
634.4000000000078,0.0
634.5000000000078,0.001189522
634.6000000000079,0.0005092666
634.7000000000079,0.00037046848
634.8000000000079,1.1508744e-05
634.9000000000079,0.0003136569
635.000000000008,0.0003413756
635.100000000008,0.0005111085
635.200000000008,0.00021704007
635.300000000008,0.0
635.400000000008,0.0
635.5000000000081,0.0022240006
635.6000000000081,0.0007686566
635.7000000000081,0.0006400591
635.8000000000081,0.0007129453
635.9000000000082,0.0029136497
636.0000000000082,0.0015077451
636.1000000000082,0.00408733
636.2000000000082,0.0007009045
636.3000000000083,0.0
636.4000000000083,7.152521e-05
636.5000000000083,0.0010295287
636.6000000000083,0.0014224468
636.7000000000083,0.0038234289
636.8000000000084,0.0011534119
636.9000000000084,0.0039819526
637.0000000000084,0.004071228
637.1000000000084,0.0007779714
637.2000000000085,0.00047502774
637.3000000000085,0.0
637.4000000000085,3.2232034e-05
637.5000000000085,0.00556838
637.6000000000085,0.0069373106
637.7000000000086,0.0038904776
637.8000000000086,0.0033575117
637.9000000000086,0.009438236
638.0000000000086,0.0054847132
638.1000000000087,0.0032566185
638.2000000000087,0.0013593461
638.3000000000087,0.0
638.4000000000087,0.0
638.5000000000088,0.0011471539
638.6000000000088,0.0009579753
638.7000000000088,0.0005530553
638.8000000000088,0.00043936592
638.9000000000088,0.00039520214
639.0000000000089,0.00093486963
639.1000000000089,0.0017680812
639.2000000000089,0.0005734542
639.3000000000089,0.0
639.400000000009,0.0
639.500000000009,0.005120889
639.600000000009,0.0019864063
639.700000000009,0.0012225256
639.800000000009,0.0026886926
639.9000000000091,0.0003818748
640.0000000000091,0.00032571203
640.1000000000091,0.0007153724
640.2000000000091,0.0005402215
640.3000000000092,0.0
640.4000000000092,0.0
640.5000000000092,0.0015323799
640.6000000000092,0.0009404478
640.7000000000093,0.003962679
640.8000000000093,0.0018144979
640.9000000000093,0.0012093481
641.0000000000093,0.0012147035
641.1000000000093,0.0011288675
641.2000000000094,0.0006181141
641.3000000000094,0.0
641.4000000000094,4.277527e-05
641.5000000000094,0.003015588
641.6000000000095,0.0010400832
641.7000000000095,0.000569762
641.8000000000095,0.000736785
641.9000000000095,0.00085700344
642.0000000000095,0.0007534596
642.1000000000096,0.0006619345
642.2000000000096,0.00080566807
642.3000000000096,2.1603822e-05
642.4000000000096,0.0
642.5000000000097,0.0
642.6000000000097,1.5690774e-05
642.7000000000097,0.0
642.8000000000097,0.00017714218
642.9000000000098,2.6301039e-05
643.0000000000098,0.00037418382
643.1000000000098,0.00039646402
643.2000000000098,9.1215785e-05
643.3000000000098,0.0
643.4000000000099,0.0
643.5000000000099,0.00042168153
643.6000000000099,0.00085485354
643.7000000000099,0.00051753625
643.80000000001,0.00080275413
643.90000000001,0.0007098674
644.00000000001,0.00068222586
644.10000000001,0.0016556649
644.20000000001,0.00038198248
644.3000000000101,0.0
644.4000000000101,0.0
644.5000000000101,0.00086824945
644.6000000000101,0.0005216791
644.7000000000102,0.00068100635
644.8000000000102,0.0003152852
644.9000000000102,0.0005162311
645.0000000000102,6.7168294e-05
645.1000000000103,0.0
645.2000000000103,0.0
645.3000000000103,0.0
645.4000000000103,0.0
645.5000000000103,0.0016528636
645.6000000000104,0.0005688542
645.7000000000104,0.0014987483
645.8000000000104,0.0006161536
645.9000000000104,0.0013843061
646.0000000000105,0.0016414551
646.1000000000105,0.0025571347
646.2000000000105,0.00069259614
646.3000000000105,0.0
646.4000000000106,0.0
646.5000000000106,0.00049637165
646.6000000000106,0.0010811228
646.7000000000106,0.0012133763
646.8000000000106,0.0006311399
646.9000000000107,0.0005810968
647.0000000000107,0.00046652643
647.1000000000107,0.00054122444
647.2000000000107,0.0008097015
647.3000000000108,0.0
647.4000000000108,0.00012931257
647.5000000000108,0.0014313958
647.6000000000108,0.0011400491
647.7000000000108,0.0005670104
647.8000000000109,0.0013051835
647.9000000000109,0.00075707043
648.0000000000109,0.00044763286
648.1000000000109,0.00033677137
648.200000000011,0.0
648.300000000011,0.0
648.400000000011,0.0
648.500000000011,0.0
648.600000000011,0.0
648.7000000000111,0.00020896342
648.8000000000111,0.00025245378
648.9000000000111,0.0005848718
649.0000000000111,0.004247659
649.1000000000112,0.00082131784
649.2000000000112,0.00043468596
649.3000000000112,0.0
649.4000000000112,0.00018848549
649.5000000000113,0.0007060975
649.6000000000113,0.0023833942
649.7000000000113,0.001984524
649.8000000000113,0.00071433384
649.9000000000113,0.00060374587
650.0000000000114,0.000841247
650.1000000000114,0.0007819308
650.2000000000114,0.0022260393
650.3000000000114,0.0
650.4000000000115,0.0
650.5000000000115,0.0023317032
650.6000000000115,0.002573797
650.7000000000115,0.001833693
650.8000000000116,0.0006546399
650.9000000000116,0.0009955872
651.0000000000116,0.00065723254
651.1000000000116,0.00034036668
651.2000000000116,0.00033138966
651.3000000000117,0.0
651.4000000000117,4.87441e-05
651.5000000000117,0.0022691449
651.6000000000117,0.0012763956
651.7000000000118,0.0063745813
651.8000000000118,0.0013338013
651.9000000000118,0.0009848201
652.0000000000118,0.00082608097
652.1000000000118,0.0004987339
652.2000000000119,0.00031599664
652.3000000000119,0.0
652.4000000000119,0.0
652.5000000000119,0.001265707
652.600000000012,0.002715664
652.700000000012,0.00059592735
652.800000000012,0.0011764878
652.900000000012,0.0001899714
653.000000000012,0.00052525796
653.1000000000121,0.00042853295
653.2000000000121,0.0006978414
653.3000000000121,0.0
653.4000000000121,0.0
653.5000000000122,0.0012197004
653.6000000000122,0.003695494
653.7000000000122,0.0069362116
653.8000000000122,0.0025392892
653.9000000000123,0.0018910358
654.0000000000123,0.001406593
654.1000000000123,0.0011410256
654.2000000000123,0.0008413264
654.3000000000123,0.0
654.4000000000124,0.0
654.5000000000124,0.0012875812
654.6000000000124,0.0010364888
654.7000000000124,0.0033144297
654.8000000000125,0.0010797216
654.9000000000125,0.00059291493
655.0000000000125,0.0005862815
655.1000000000125,0.0011731384
655.2000000000126,0.00082921854
655.3000000000126,0.0
655.4000000000126,0.0
655.5000000000126,0.0035526885
655.6000000000126,0.0015141368
655.7000000000127,0.0006629208
655.8000000000127,0.0010639527
655.9000000000127,0.0016711333
656.0000000000127,0.0012595194
656.1000000000128,0.0012363916
656.2000000000128,0.0004239376
656.3000000000128,0.0
656.4000000000128,0.0
656.5000000000128,0.00071473024
656.6000000000129,0.0009357513
656.7000000000129,0.003062941
656.8000000000129,0.0040785354
656.9000000000129,0.0048002643
657.000000000013,0.00533667
657.100000000013,0.0050932835
657.200000000013,0.0017421403
657.300000000013,0.00012328895
657.400000000013,0.0001601917
657.5000000000131,0.00025311278
657.6000000000131,0.00037538202
657.7000000000131,0.00018483194
657.8000000000131,0.00046691942
657.9000000000132,0.0
658.0000000000132,1.8465267e-05
658.1000000000132,0.0003405739
658.2000000000132,0.0005858151
658.3000000000133,0.0
658.4000000000133,0.0
658.5000000000133,0.0013484327
658.6000000000133,0.006622683
658.7000000000133,0.0059116352
658.8000000000134,0.00090897095
658.9000000000134,0.00059722405
659.0000000000134,0.0005860452
659.1000000000134,0.00074096676
659.2000000000135,0.00017858224
659.3000000000135,0.0
659.4000000000135,0.00015035011
659.5000000000135,0.0012949732
659.6000000000136,0.0055106543
659.7000000000136,0.006167521
659.8000000000136,0.0018983496
659.9000000000136,0.0022828602
660.0000000000136,0.0007836404
660.1000000000137,0.0006789842
660.2000000000137,0.00076441537
660.3000000000137,0.0
660.4000000000137,0.0
660.5000000000138,0.0018028644
660.6000000000138,0.0020004502
660.7000000000138,0.0035089666
660.8000000000138,0.001433204
660.9000000000138,0.003972732
661.0000000000139,0.0037242682
661.1000000000139,0.0008692603
661.2000000000139,0.00057866605
661.3000000000139,0.0
661.400000000014,0.0
661.500000000014,0.0008346656
661.600000000014,0.0006572216
661.700000000014,0.0015803701
661.800000000014,0.0011251433
661.9000000000141,0.0037807887
662.0000000000141,0.0052333646
662.1000000000141,0.0006561024
662.2000000000141,0.0008031267
662.3000000000142,0.0
662.4000000000142,0.0
662.5000000000142,0.00048714317
662.6000000000142,0.0034394714
662.7000000000143,0.005282575
662.8000000000143,0.0059801503
662.9000000000143,0.0010129514
663.0000000000143,0.028145753
663.1000000000143,0.010391166
663.2000000000144,0.009237158
663.3000000000144,0.004870236
663.4000000000144,0.0017390626
663.5000000000144,0.004118011
663.6000000000145,0.003934497
663.7000000000145,0.0011291277
663.8000000000145,0.0005005917
663.9000000000145,0.0006874942
664.0000000000146,0.0008456709
664.1000000000146,0.00085975556
664.2000000000146,0.0011754585
664.3000000000146,0.0003461203
664.4000000000146,0.0
664.5000000000147,0.000101718055
664.6000000000147,0.00032904083
664.7000000000147,0.00018328945
664.8000000000147,0.000102373524
664.9000000000148,3.8081764e-06
665.0000000000148,0.0003502921
665.1000000000148,0.000185121
665.2000000000148,0.00024969058
665.3000000000148,2.36748e-05
665.4000000000149,0.0
665.5000000000149,0.0
665.6000000000149,0.0023086527
665.7000000000149,0.0003245299
665.800000000015,0.0004989923
665.900000000015,0.0005295286
666.000000000015,0.00033036835
666.100000000015,0.00039681984
666.200000000015,0.00078907044
666.3000000000151,0.0
666.4000000000151,0.0
666.5000000000151,0.00090171676
666.6000000000151,0.0022727107
666.7000000000152,0.000691881
666.8000000000152,0.0031584555
666.9000000000152,0.0011973941
667.0000000000152,0.0004092059
667.1000000000153,0.00061357976
667.2000000000153,0.0001169614
667.3000000000153,0.0
667.4000000000153,0.00015156658
667.5000000000153,0.0003265564
667.6000000000154,0.00072790665
667.7000000000154,0.00042099954
667.8000000000154,0.0010220567
667.9000000000154,0.00047591797
668.0000000000155,0.0010834504
668.1000000000155,0.0005889989
668.2000000000155,0.0009729667
668.3000000000155,0.0
668.4000000000156,0.0
668.5000000000156,0.00030189904
668.6000000000156,0.00021150034
668.7000000000156,7.793137e-05
668.8000000000156,5.1196224e-05
668.9000000000157,0.00040853597
669.0000000000157,0.00029075693
669.1000000000157,0.00075903436
669.2000000000157,0.0007497198
669.3000000000158,0.0
669.4000000000158,0.00025980582
669.5000000000158,0.0005275672
669.6000000000158,0.0006922639
669.7000000000158,0.00036441543
669.8000000000159,8.719885e-05
669.9000000000159,0.0
670.0000000000159,0.0
670.1000000000159,0.0
670.200000000016,0.0
670.300000000016,0.0
670.400000000016,0.0
670.500000000016,6.1660925e-05
670.600000000016,0.00039334246
670.7000000000161,0.00027781064
670.8000000000161,8.9196845e-05
670.9000000000161,0.0
671.0000000000161,0.0
671.1000000000162,0.0
671.2000000000162,0.0
671.3000000000162,0.0
671.4000000000162,0.0
671.5000000000163,7.892663e-05
671.6000000000163,0.00035012455
671.7000000000163,0.00010294163
671.8000000000163,0.0
671.9000000000163,0.0
672.0000000000164,0.0
672.1000000000164,0.0
672.2000000000164,0.0
672.3000000000164,0.0
672.4000000000165,0.0
672.5000000000165,0.0
672.6000000000165,0.00032430442
672.7000000000165,5.8029236e-05
672.8000000000166,0.00070168474
672.9000000000166,0.0
673.0000000000166,7.267306e-05
673.1000000000166,0.00028098648
673.2000000000166,0.00013246767
673.3000000000167,0.0
673.4000000000167,0.00015239583
673.5000000000167,0.00010416644
673.6000000000167,0.0
673.7000000000168,4.062227e-05
673.8000000000168,8.423838e-06
673.9000000000168,0.00014987543
674.0000000000168,0.0005821537
674.1000000000168,0.00031360867
674.2000000000169,0.0004556702
674.3000000000169,0.0
674.4000000000169,0.0
674.5000000000169,0.00017014613
674.600000000017,0.00022061111
674.700000000017,0.0
674.800000000017,0.0
674.900000000017,0.0
675.000000000017,0.00023731751
675.1000000000171,0.00020672861
675.2000000000171,0.00058514933
675.3000000000171,0.0
675.4000000000171,0.0
675.5000000000172,0.0005683073
675.6000000000172,0.00088341546
675.7000000000172,0.00049091934
675.8000000000172,0.00087056746
675.9000000000173,0.0007152213
676.0000000000173,0.00061223615
676.1000000000173,0.00051326584
676.2000000000173,0.0005363646
676.3000000000173,0.0
676.4000000000174,0.0
676.5000000000174,0.00014949127
676.6000000000174,0.00052369956
676.7000000000174,0.0005051813
676.8000000000175,0.00036092574
676.9000000000175,0.00038411882
677.0000000000175,0.00032904305
677.1000000000175,0.00059188827
677.2000000000176,0.00014675665
677.3000000000176,0.0
677.4000000000176,0.0
677.5000000000176,0.00040415348
677.6000000000176,0.0005083987
677.7000000000177,0.00016320345
677.8000000000177,0.00048518044
677.9000000000177,0.00039622028
678.0000000000177,0.00033476888
678.1000000000178,0.00075368123
678.2000000000178,0.00067830255
678.3000000000178,0.0
678.4000000000178,0.0
678.5000000000178,0.00065883575
678.6000000000179,0.00080563704
678.7000000000179,0.00061450456
678.8000000000179,0.00093184
678.9000000000179,0.0005010357
679.000000000018,0.0006023834
679.100000000018,0.0005056434
679.200000000018,0.0005040795
679.300000000018,0.0
679.400000000018,0.0
679.5000000000181,0.00025153684
679.6000000000181,0.0002741081
679.7000000000181,0.00043037668
679.8000000000181,0.00023110767
679.9000000000182,0.00075437786
