m/z,pos_runB
600.0,0.0
600.1,0.0
600.2,0.00020954077
600.3000000000001,0.0
600.4000000000001,0.0
600.5000000000001,0.00025594071
600.6000000000001,0.0005779327
600.7000000000002,0.0004519821
600.8000000000002,0.00023048086
600.9000000000002,0.00023732476
601.0000000000002,0.0010295176
601.1000000000003,0.00063979416
601.2000000000003,0.00032990085
601.3000000000003,0.0
601.4000000000003,0.00014621584
601.5000000000003,0.00054397853
601.6000000000004,0.00088170957
601.7000000000004,0.00055468635
601.8000000000004,0.00022434774
601.9000000000004,0.0
602.0000000000005,0.00052286196
602.1000000000005,0.0
602.2000000000005,0.0
602.3000000000005,0.0
602.4000000000005,0.0
602.5000000000006,0.0
602.6000000000006,0.0
602.7000000000006,5.2723488e-05
602.8000000000006,0.00022958155
602.9000000000007,0.00016066666
603.0000000000007,2.3396015e-05
603.1000000000007,0.0001435702
603.2000000000007,0.0
603.3000000000008,0.00016893908
603.4000000000008,0.00012451936
603.5000000000008,0.00080084126
603.6000000000008,0.0
603.7000000000008,0.00012752925
603.8000000000009,0.0
603.9000000000009,0.00032034863
604.0000000000009,0.00043794783
604.1000000000009,0.0003574265
604.200000000001,0.00016835502
604.300000000001,0.0
604.400000000001,7.3622134e-05
604.500000000001,0.0017086639
604.600000000001,0.0007014887
604.7000000000011,0.00048173053
604.8000000000011,0.00072733307
604.9000000000011,0.00037791068
605.0000000000011,0.0003440894
605.1000000000012,0.00040600268
605.2000000000012,0.00032573074
605.3000000000012,0.0
605.4000000000012,0.00015274312
605.5000000000013,0.00095402944
605.6000000000013,0.00033215532
605.7000000000013,0.0010168909
605.8000000000013,0.0010657383
605.9000000000013,0.0002585379
606.0000000000014,0.00048000223
606.1000000000014,0.00083454343
606.2000000000014,0.00010741437
606.3000000000014,0.0
606.4000000000015,4.676886e-05
606.5000000000015,0.0011485121
606.6000000000015,0.0008260664
606.7000000000015,0.00054759963
606.8000000000015,0.0005690719
606.9000000000016,0.0004787781
607.0000000000016,0.0006044871
607.1000000000016,0.00046283245
607.2000000000016,0.0
607.3000000000017,0.0
607.4000000000017,0.00022098214
607.5000000000017,0.00031646737
607.6000000000017,0.00049892324
607.7000000000018,0.0
607.8000000000018,0.00023641143
607.9000000000018,0.000536472
608.0000000000018,0.00028127435
608.1000000000018,0.0012677596
608.2000000000019,0.00048814862
608.3000000000019,0.0
608.4000000000019,0.00026972694
608.5000000000019,0.0007086058
608.600000000002,0.0012271189
608.700000000002,0.0010931465
608.800000000002,0.00040353698
608.900000000002,0.00018467936
609.000000000002,0.00024230852
609.1000000000021,0.0012388135
609.2000000000021,8.730405e-05
609.3000000000021,4.216255e-05
609.4000000000021,0.0001400298
609.5000000000022,0.0016913365
609.6000000000022,0.0004419718
609.7000000000022,0.000722471
609.8000000000022,0.00094501924
609.9000000000023,0.0017291369
610.0000000000023,0.00038703854
610.1000000000023,0.00093525776
610.2000000000023,0.0
610.3000000000023,0.0
610.4000000000024,0.0
610.5000000000024,0.00065869035
610.6000000000024,0.00022548568
610.7000000000024,0.0
610.8000000000025,0.0005745375
610.9000000000025,1.5457133e-05
611.0000000000025,0.00059580937
611.1000000000025,6.216277e-05
611.2000000000025,6.033435e-05
611.3000000000026,7.695553e-05
611.4000000000026,0.0
611.5000000000026,0.0
611.6000000000026,0.0
611.7000000000027,0.0
611.8000000000027,0.00015897746
611.9000000000027,6.42917e-05
612.0000000000027,0.00019759015
612.1000000000028,0.0
612.2000000000028,0.0
612.3000000000028,0.0
612.4000000000028,0.0
612.5000000000028,0.0
612.6000000000029,0.0
612.7000000000029,0.0
612.8000000000029,0.0
612.9000000000029,0.0
613.000000000003,0.0
613.100000000003,0.00013438
613.200000000003,0.0
613.300000000003,5.3947773e-05
613.400000000003,0.00022310334
613.5000000000031,0.0
613.6000000000031,0.0
613.7000000000031,0.0
613.8000000000031,1.2019803e-05
613.9000000000032,0.0
614.0000000000032,9.9510056e-05
614.1000000000032,0.0
614.2000000000032,0.0
614.3000000000033,0.0
614.4000000000033,0.0
614.5000000000033,0.0
614.6000000000033,0.0
614.7000000000033,5.536909e-05
614.8000000000034,0.0
614.9000000000034,0.0
615.0000000000034,0.0
615.1000000000034,5.789062e-05
615.2000000000035,0.0
615.3000000000035,3.1045896e-05
615.4000000000035,2.3275703e-05
615.5000000000035,0.0
615.6000000000035,0.0
615.7000000000036,0.0
615.8000000000036,0.0
