m/z,pos_runA
600.0,0.0
600.1,0.0
600.2,0.0
600.3000000000001,0.00022607413
600.4000000000001,4.1137086e-05
600.5000000000001,0.0
600.6000000000001,0.0
600.7000000000002,0.0
600.8000000000002,0.0
600.9000000000002,0.0
601.0000000000002,0.0
601.1000000000003,0.0
601.2000000000003,0.000667661
601.3000000000003,0.0006051635
601.4000000000003,0.00031903537
601.5000000000003,0.0
601.6000000000004,0.0
601.7000000000004,0.0
601.8000000000004,0.0
601.9000000000004,0.0
602.0000000000005,0.0
602.1000000000005,0.0
602.2000000000005,8.5503816e-05
602.3000000000005,0.0007588193
602.4000000000005,0.00021723345
602.5000000000006,0.0
602.6000000000006,0.0
602.7000000000006,0.0
602.8000000000006,0.0
602.9000000000007,0.0
603.0000000000007,0.0
603.1000000000007,0.0
603.2000000000007,0.0005055946
603.3000000000008,0.00034211113
603.4000000000008,4.5178564e-05
603.5000000000008,0.0
603.6000000000008,0.0
603.7000000000008,0.0
603.8000000000009,0.0
603.9000000000009,0.0
604.0000000000009,0.0
604.1000000000009,0.0
604.200000000001,0.0
604.300000000001,6.963307e-05
604.400000000001,0.00077507604
604.500000000001,0.0
604.600000000001,1.8713481e-05
604.7000000000011,0.00031403557
604.8000000000011,0.0004662007
604.9000000000011,0.00066125445
605.0000000000011,0.0004973308
605.1000000000012,1.8145496e-05
605.2000000000012,0.0009163
605.3000000000012,0.000510016
605.4000000000012,0.00028793133
605.5000000000013,0.0
605.6000000000013,0.0
605.7000000000013,0.0
605.8000000000013,0.0
605.9000000000013,0.0
606.0000000000014,0.0
606.1000000000014,0.0
606.2000000000014,0.0
606.3000000000014,0.0004672417
606.4000000000015,0.0003311059
606.5000000000015,0.0005544849
606.6000000000015,0.0036035548
606.7000000000015,0.0014177316
606.8000000000015,0.0015782967
606.9000000000016,0.00028497985
607.0000000000016,0.0
607.1000000000016,0.0
607.2000000000016,0.0020079273
607.3000000000017,0.00024245668
607.4000000000017,0.00033511996
607.5000000000017,0.0
607.6000000000017,0.0
607.7000000000018,0.0
607.8000000000018,0.0
607.9000000000018,0.0
608.0000000000018,0.0
608.1000000000018,0.0
608.2000000000019,0.0004867372
608.3000000000019,0.00032647702
608.4000000000019,0.00033861934
608.5000000000019,9.77365e-07
608.600000000002,0.0
608.700000000002,0.0
608.800000000002,0.0
608.900000000002,0.0
609.000000000002,0.0
609.1000000000021,0.0
609.2000000000021,0.0013316638
609.3000000000021,0.00019852274
609.4000000000021,0.00027400383
609.5000000000022,0.0
609.6000000000022,0.0
609.7000000000022,0.0
609.8000000000022,0.0
609.9000000000023,0.0
610.0000000000023,0.0
610.1000000000023,0.0
610.2000000000023,0.0027260967
610.3000000000023,0.0007400804
610.4000000000024,2.2053484e-05
610.5000000000024,0.0
610.6000000000024,0.0
610.7000000000024,0.0
610.8000000000025,0.0
610.9000000000025,0.0
611.0000000000025,0.0
611.1000000000025,0.0
611.2000000000025,0.0020871495
611.3000000000026,0.00038864007
611.4000000000026,0.00021697253
611.5000000000026,0.0
611.6000000000026,0.0
611.7000000000027,0.0
611.8000000000027,0.0
611.9000000000027,0.0
612.0000000000027,0.0
612.1000000000028,0.0
612.2000000000028,0.00070090767
612.3000000000028,0.0
612.4000000000028,0.0
612.5000000000028,0.0
612.6000000000029,0.0
612.7000000000029,0.0
612.8000000000029,0.0
612.9000000000029,0.0
613.000000000003,0.0
613.100000000003,0.0
613.200000000003,2.2383307e-05
613.300000000003,0.0002632683
613.400000000003,0.0
613.5000000000031,0.0
613.6000000000031,0.0
613.7000000000031,0.0
613.8000000000031,0.0
613.9000000000032,0.0
614.0000000000032,0.0
614.1000000000032,0.0
614.2000000000032,0.0
614.3000000000033,0.0004763418
614.4000000000033,0.0
614.5000000000033,0.0
614.6000000000033,0.0
614.7000000000033,0.0
614.8000000000034,0.0
614.9000000000034,0.0
615.0000000000034,0.0
615.1000000000034,0.0
615.2000000000035,0.00024254943
615.3000000000035,0.0003622237
615.4000000000035,0.00036635774
615.5000000000035,0.0
615.6000000000035,0.0
615.7000000000036,0.0
615.8000000000036,0.0
615.9000000000036,0.0
616.0000000000036,0.0
616.1000000000037,0.0
616.2000000000037,0.0
616.3000000000037,0.00022868771
616.4000000000037,0.00018316133
616.5000000000038,0.0
616.6000000000038,0.0
616.7000000000038,0.0
616.8000000000038,0.0
616.9000000000038,0.0
617.0000000000039,0.0
