m/z,negabs_runB
600.0,0.007997869
600.1,0.009913235
600.2,0.00018364724
600.3000000000001,0.0
600.4000000000001,0.0
600.5000000000001,0.0013408464
600.6000000000001,0.0041077617
600.7000000000002,0.008053821
600.8000000000002,0.00065564486
600.9000000000002,0.0007019982
601.0000000000002,0.0048962766
601.1000000000003,0.0011515248
601.2000000000003,0.0
601.3000000000003,0.0
601.4000000000003,0.0
601.5000000000003,0.002081745
601.6000000000004,0.005787778
601.7000000000004,0.0025780892
601.8000000000004,0.00093113317
601.9000000000004,0.002976506
602.0000000000005,0.010847832
602.1000000000005,0.005702269
602.2000000000005,4.021804e-06
602.3000000000005,0.0
602.4000000000005,0.0
602.5000000000006,0.005540423
602.6000000000006,0.0030598287
602.7000000000006,0.0010138941
602.8000000000006,0.00049627357
602.9000000000007,0.0021815323
603.0000000000007,0.0019511012
603.1000000000007,0.0007365323
603.2000000000007,0.0
603.3000000000008,0.0
603.4000000000008,0.0
603.5000000000008,0.009165154
603.6000000000008,0.0061413543
603.7000000000008,0.00052799284
603.8000000000009,0.0004943853
603.9000000000009,0.000719498
604.0000000000009,0.00035966435
604.1000000000009,0.000616111
604.200000000001,0.00047259656
604.300000000001,0.0
604.400000000001,0.0
604.500000000001,0.005894449
604.600000000001,0.00039821616
604.7000000000011,0.0
604.8000000000011,0.00017869391
604.9000000000011,0.0
605.0000000000011,0.0
605.1000000000012,5.9165308e-05
605.2000000000012,0.0
605.3000000000012,0.0
605.4000000000012,0.0
605.5000000000013,0.002201928
605.6000000000013,0.0013726527
605.7000000000013,0.0022506437
605.8000000000013,0.0027582604
605.9000000000013,0.0017449874
606.0000000000014,0.0013136807
606.1000000000014,0.005127519
606.2000000000014,1.8512053e-05
606.3000000000014,0.0
606.4000000000015,0.0
606.5000000000015,0.0011711261
606.6000000000015,0.0
606.7000000000015,0.00012819444
606.8000000000015,0.00013816902
606.9000000000016,7.290122e-05
607.0000000000016,0.00091499684
607.1000000000016,0.0020340679
607.2000000000016,0.0
607.3000000000017,0.0
607.4000000000017,0.0
607.5000000000017,0.0049093966
607.6000000000017,0.003981534
607.7000000000018,0.0022495703
607.8000000000018,0.00096080237
607.9000000000018,0.0012040882
608.0000000000018,0.009237502
608.1000000000018,0.0056354236
608.2000000000019,0.0
608.3000000000019,0.0
608.4000000000019,0.0
608.5000000000019,0.00067801034
608.600000000002,0.0013590191
608.700000000002,0.0073826346
608.800000000002,0.001649757
608.900000000002,0.0019542929
609.000000000002,0.0016193922
609.1000000000021,0.0042238436
609.2000000000021,0.0
609.3000000000021,0.0
609.4000000000021,0.0
609.5000000000022,0.01129636
609.6000000000022,0.0022838395
609.7000000000022,0.005656183
609.8000000000022,0.0012626818
609.9000000000023,0.0038491962
610.0000000000023,0.0007491149
610.1000000000023,0.002484869
610.2000000000023,0.0
610.3000000000023,0.0
610.4000000000024,0.0
610.5000000000024,0.0038054646
610.6000000000024,0.000652291
610.7000000000024,0.0017514935
610.8000000000025,0.00064301194
610.9000000000025,0.0006718567
611.0000000000025,0.0059342016
611.1000000000025,0.0023229714
611.2000000000025,0.0
611.3000000000026,0.0
611.4000000000026,8.5703476e-05
611.5000000000026,0.008862997
611.6000000000026,0.004573816
611.7000000000027,0.0019837175
611.8000000000027,0.00046346837
611.9000000000027,0.0026232023
612.0000000000027,0.0036942277
612.1000000000028,0.0020258399
612.2000000000028,0.0
612.3000000000028,0.0
612.4000000000028,4.268896e-05
612.5000000000028,0.004356719
612.6000000000029,0.0044363732
612.7000000000029,0.0011133434
612.8000000000029,0.0008665889
612.9000000000029,0.0005227696
613.000000000003,0.002565958
613.100000000003,0.0008245183
613.200000000003,3.141375e-05
613.300000000003,0.0
613.400000000003,0.00010220344
613.5000000000031,0.0012923566
613.6000000000031,0.0032959338
613.7000000000031,0.001076901
613.8000000000031,0.0001714848
613.9000000000032,0.0005983999
614.0000000000032,0.0007491713
614.1000000000032,0.0023349114
614.2000000000032,8.725088e-05
614.3000000000033,0.0
614.4000000000033,0.00014565502
614.5000000000033,0.0027150724
614.6000000000033,0.005985277
614.7000000000033,0.0005686951
614.8000000000034,0.0031158996
614.9000000000034,0.0019950296
615.0000000000034,0.00051168853
615.1000000000034,0.00012381883
615.2000000000035,0.0
615.3000000000035,0.0
615.4000000000035,0.0
615.5000000000035,0.007452058
615.6000000000035,0.00520164
615.7000000000036,0.009317274
615.8000000000036,0.009316549
615.9000000000036,0.0058764503
616.0000000000036,0.0069367825
616.1000000000037,0.00578123
616.2000000000037,0.0009955575
616.3000000000037,0.0
616.4000000000037,0.0
616.5000000000038,0.005661358
616.6000000000038,0.012086065
616.7000000000038,0.017994279
616.8000000000038,0.0024589102
616.9000000000038,0.003159064
617.0000000000039,0.0062230774
617.1000000000039,0.007732437
617.2000000000039,0.0005702668
617.3000000000039,0.0
617.400000000004,0.0
617.500000000004,0.0034704644
617.600000000004,0.009588681
617.700000000004,0.010675785
617.800000000004,0.0022779943
617.9000000000041,0.008025197
618.0000000000041,0.008849588
618.1000000000041,0.013460927
618.2000000000041,0.0054470906
618.3000000000042,0.0
618.4000000000042,0.0
618.5000000000042,0.0002827574
618.6000000000042,0.0
618.7000000000043,2.0858066e-05
618.8000000000043,0.0
618.9000000000043,0.0
619.0000000000043,0.0033818462
619.1000000000043,0.0018012015
619.2000000000044,0.0
619.3000000000044,0.0
619.4000000000044,0.0
619.5000000000044,0.0026072343
619.6000000000045,0.0008881557
619.7000000000045,0.004417261
619.8000000000045,0.0007389692
619.9000000000045,0.0004801147
620.0000000000045,0.0003135621
620.1000000000046,0.00051255705
620.2000000000046,0.00046516577
620.3000000000046,4.989823e-05
620.4000000000046,0.0
620.5000000000047,7.356777e-05
620.6000000000047,0.00021239776
620.7000000000047,0.00020970646
620.8000000000047,0.001094011
620.9000000000048,0.0010361656
621.0000000000048,0.008119229
621.1000000000048,0.0019380535
621.2000000000048,6.0986877e-05
621.3000000000048,0.0
621.4000000000049,0.0
621.5000000000049,0.0061211055
621.6000000000049,0.0030340443
621.7000000000049,0.012061498
621.800000000005,0.00029691838
621.900000000005,0.0015669423
622.000000000005,0.0006754943
622.100000000005,0.001023573
622.200000000005,0.00025826207
622.3000000000051,0.0
622.4000000000051,0.0
622.5000000000051,0.00032802066
622.6000000000051,0.00023025877
622.7000000000052,0.0008855901
622.8000000000052,0.00052204716
622.9000000000052,0.0007596993
623.0000000000052,0.0019253808
623.1000000000053,0.0035787579
623.2000000000053,0.0004948847
623.3000000000053,0.0
623.4000000000053,0.0
623.5000000000053,0.00597764
623.6000000000054,0.0055723973
623.7000000000054,0.0052647307
623.8000000000054,0.003115539
623.9000000000054,0.0016441668
624.0000000000055,0.00050496735
624.1000000000055,0.00067127444
624.2000000000055,0.0
624.3000000000055,0.0
624.4000000000055,0.0
624.5000000000056,0.00050324
624.6000000000056,0.0012841026
624.7000000000056,0.0005572952
624.8000000000056,0.0018980473
624.9000000000057,0.00039856188
625.0000000000057,0.0074739135
625.1000000000057,0.005013983
625.2000000000057,0.0
625.3000000000058,0.0
625.4000000000058,0.0
625.5000000000058,0.0026440567
625.6000000000058,0.000490572
625.7000000000058,0.0006296894
625.8000000000059,0.0003790368
625.9000000000059,0.0015479713
626.0000000000059,0.0014136911
626.1000000000059,0.00059275556
626.200000000006,7.640844e-06
626.300000000006,0.0
626.400000000006,0.0
626.500000000006,0.0012940634
626.600000000006,0.0009099463
626.7000000000061,0.000575888
626.8000000000061,0.0006249077
626.9000000000061,0.00069581944
627.0000000000061,0.00417571
627.1000000000062,0.00033889324
627.2000000000062,0.0
627.3000000000062,0.0
627.4000000000062,0.0
627.5000000000063,0.0011226065
627.6000000000063,0.0010869192
627.7000000000063,0.0016005044
